,comment,target
52,This was another great course. I hope that the instructors indulge in a little bit more theory. Anyway it was a magnificent course. Hope the coming courses are as good as this one. ,"{'cours': ['courses', 'course'], 'instructor': ['instructors'], 'bit': ['bit'], 'theori': ['theory']}"
53,Deep insight into most useful techniques of machine learning. ,"{'insight': ['insight'], 'techniqu': ['techniques'], 'machin learn': ['machine learning']}"
54,This specific course traded off depth and detail for breadth of topics. Too many ideas were quickly described and not really built up to my liking. ,"{'cours': ['course'], 'depth': ['depth'], 'detail': ['detail'], 'topic': ['topics'], 'idea': ['ideas']}"
55,"I found that Week 4, Assignment 2 was testing our knowledge in ways that are in opposition to the general ethos of the course. I mean that this course is about gaining insight, intuition and the practical tools for ML, where the smaller details like - knowing which numpy function gives you a random univariate normal distribution - are normally provided for us, so that we can focus on the aforementioned broader, more useful aspects of ML or Clustering. The assignment had good content on the whole but the parts which were chosen for write code here could certainly be improved. I hope this is useful feedback and that the assignment is reviewed so that it doesn't needlessly discourage people. ","{'week': ['Week'], 'assign': ['assignment', 'Assignment'], 'knowledg': ['knowledge'], 'way': ['ways'], 'etho': ['ethos'], 'cours': ['course'], 'insight': ['insight'], 'intuit': ['intuition'], 'tool': ['tools'], 'ml': ['ML'], 'detail': ['details'], 'aspect': ['aspects'], 'cluster': ['Clustering'], 'content': ['content'], 'part': ['parts'], 'code': ['code'], 'feedback': ['feedback'], 'peopl': ['people']}"
56,great ,{}
57,Very Good in depth explanation and hand-on lab machine learning course. very focused on real world analytics and algorithms,"{'depth explan': ['depth explanation'], 'hand-on lab machin': ['hand-on lab machine'], 'cours': ['course'], 'world analyt': ['world analytics'], 'algorithm': ['algorithms']}"
58,I loved this course. then content is designed to acquire strong foundations in clustering. ,"{'cours': ['course'], 'content': ['content'], 'foundat': ['foundations'], 'cluster': ['clustering']}"
59,"I really learn a lot in this course, although the materials are very difficult at first read, but Emily's explanation were clear and I would be able to get the idea after a few review. ","{'lot': ['lot'], 'cours': ['course'], 'materi': ['materials'], 'read': ['read'], 'emili': ['Emily'], 'explan': ['explanation'], 'idea': ['idea'], 'review': ['review']}"
60,From LDA onwards the pace ramped up Please be slow during advance topics. But altogether it was a great course. ,"{'lda': ['LDA'], 'pace': ['pace'], 'advanc topic': ['advance topics'], 'cours': ['course']}"
61,Excellent course - and of great practical use. ,"{'cours': ['course'], 'use': ['use']}"
62,The material covered in this course is immense and gives a deep understanding of several algorithms required to perform unsupervised learning tasks. ,"{'materi': ['material'], 'cours': ['course'], 'understand': ['understanding'], 'algorithm': ['algorithms'], 'learn task': ['learning tasks']}"
63,"This course was awesome as all the previous courses, I'm waiting to the next course and the capstone","{'cours': ['courses', 'course'], 'capston': ['capstone']}"
64,Detailed coverage of several approaches to clustering. Not easy but learned a lot. ,"{'coverag': ['coverage'], 'approach': ['approaches'], 'cluster': ['clustering'], 'lot': ['lot']}"
65,Awesome ,{}
66,One of the best machine learning course I have taken. ,"{'machin': ['machine'], 'cours': ['course']}"
67,"Another super course. Though admittedly for me at least very difficult to make within the allotted time given for one period of the Course. Lots of advanced stuff that require substantial studies to really comprehend, i. e. , it should never be enough just to hack &amp; run the code that's the easier challenge . Still have a long washing list of topics coming out of this Course that I need want to understand better. But at least the background to do so is neatly provided here. So without further ado. Applause ","{'cours': ['Course', 'course'], 'time': ['time'], 'lot': ['Lots'], 'stuff': ['stuff'], 'code': ['code'], 'challeng': ['challenge'], 'list': ['list'], 'topic': ['topics'], 'background': ['background']}"
68,wonderful course for beginner of machine learning. ,"{'cours': ['course'], 'beginn': ['beginner'], 'machin learn': ['machine learning']}"
69,Excellent course. ,{'cours': ['course']}
70,"Some of the interesting topics discussed in this course could be treated substantially more extensive and detailed in order to get a better grip and understanding on them e. g. Gibbs sampling . After this course, it is a bit dazzling how much different algorithms and methods are available for clustering and retrieval tasks and this course easily could have been subdivided into two or three separate courses on the same topic with a more detailed treatment. Still, about many interesting subjects a tip of the iceberg has been brought to you. it tastes so good that you would like to have much more ","{'topic': ['topic', 'topics'], 'cours': ['courses', 'course'], 'grip': ['grip'], 'understand': ['understanding'], 'bit': ['bit'], 'algorithm': ['algorithms'], 'method': ['methods'], 'retriev': ['retrieval'], 'cluster task': ['clustering tasks'], 'treatment': ['treatment'], 'subject': ['subjects']}"
71,"Amazing course, really helpful, as a ML researcher you need this kind of foundation","{'cours': ['course'], 'ml research': ['ML researcher'], 'foundat': ['foundation']}"
72,"The best course in the specialization thus far. Very rich and wide ranging, perfect for the motivated part-time learner who wants to be challenged and have ample reason to revisit the material. I only wish this course had been longer, perhaps shortening the classification course to make room. ","{'cours': ['course'], 'special': ['specialization'], 'learner': ['learner'], 'materi': ['material'], 'classif cours': ['classification course']}"
73,a practical and interesting course about clustering and retrival,"{'cours': ['course'], 'cluster': ['clustering'], 'retriv': ['retrival']}"
74,"As someone very keen on math, more math background as optimal video would be more helpful. ","{'someon': ['someone'], 'math': ['math'], 'math background': ['math background'], 'video': ['video']}"
75,Good course ,{'cours': ['course']}
76,Great thanks,{'thank': ['thanks']}
77,Best Course. ,{'cours': ['Course']}
78,Excellent course,{'cours': ['course']}
79,Very good course ,{'cours': ['course']}
80,"Good survey of the material, but assignments are superficial and don't test thorough understanding. ","{'survey': ['survey'], 'materi': ['material'], 'assign': ['assignments'], 'understand': ['understanding']}"
81,Worth the wait. COOL learning,{'learn': ['learning']}
82,Best course I've taken ,{'cours': ['course']}
83,Simply Amazing ,{}
84,"Following the overall quality of this Specialization, this course was excellent. From the content, to the assesments, material and teachers. This course is a really good starting point to become an expert in Machine Learning techniques. ","{'qualiti': ['quality'], 'special': ['Specialization'], 'cours': ['course'], 'content': ['content'], 'asses': ['assesments'], 'materi': ['material'], 'teacher': ['teachers'], 'point': ['point'], 'machin learn techniqu': ['Machine Learning techniques']}"
85,Awesome course The session on EM algorithm is revealing ,"{'cours': ['course'], 'em algorithm': ['EM algorithm']}"
86,A little too superficial and hand waving. ,{}
87,"The last weeks, we went through the material a little bit too fast. ","{'week': ['weeks'], 'materi': ['material'], 'bit': ['bit']}"
88,the homework is getting easy,{'homework': ['homework']}
89,"This course has been an amazing experience. Congrats to you, Carlos and Emmy ","{'cours': ['course'], 'experi': ['experience'], 'carlo': ['Carlos']}"
90,Fantastic course as usual,{'cours': ['course']}
91,"A perfect and balanced introduction to the subjects, adding theory and practice beautifully. ","{'introduct': ['introduction'], 'subject': ['subjects'], 'theori': ['theory'], 'practic': ['practice']}"
92,"Like all the courses in this specialization so far, the material has been good. The reason for only 4 stars rather than 5 is the difficulty in getting questions answered in a timely manner. There don't seem to be any active mentors for this class. ","{'cours': ['courses'], 'special': ['specialization'], 'materi': ['material'], 'manner': ['manner']}"
93,"excellent material It would be nice, however, to mention some reading material, books or articles, for those interested in the details and the theories behind the concepts presented in the course. ","{'materi': ['material'], 'read materi': ['reading material'], 'book': ['books'], 'detail': ['details'], 'theori': ['theories'], 'concept': ['concepts'], 'cours': ['course']}"
94,This was AWESOME ,{'awesom': ['AWESOME']}
95,Great course like the others,"{'cours': ['course'], 'other': ['others']}"
96,"An interesting topic, presented well by the instructor and reinforced by intermediate-level programming assignments. ","{'topic': ['topic'], 'instructor': ['instructor'], 'program assign': ['programming assignments']}"
97,Another great hit by Emily and Carlos Excellent Course ,"{'hit': ['hit'], 'emili': ['Emily'], 'carlo excel cours': ['Carlos Excellent Course']}"
98,Interesting content but explanations are less clear with respect to the other courses of the ML Specialization,"{'content': ['content'], 'explan': ['explanations'], 'respect': ['respect'], 'cours': ['courses'], 'ml special': ['ML Specialization']}"
99,"Emily Fox did a great job in explaining tough concepts with simple explanation of the components in the formulas It's a little tough to get through the materials though, it's the 4th course in University of Washington's machine learning specialization afterall ","{'emili fox': ['Emily Fox'], 'job': ['job'], 'concept': ['concepts'], 'explan': ['explanation'], 'compon': ['components'], 'formula': ['formulas'], 'materi': ['materials'], 'cours': ['course'], 'univers': ['University'], 'machin learn special': ['machine learning specialization']}"
