,comment,target
210,"Great courser, challenging assignment, but learnt a lot","{'courser': ['courser'], 'assign': ['assignment'], 'lot': ['lot']}"
211,In Depth Course..,{'depth cours': ['Depth Course']}
212,Nice concrete course to take. Good info about graphs as a whole. Enjoyed it. ,"{'cours': ['course'], 'info': ['info'], 'graph': ['graphs'], 'whole': ['whole']}"
213,Good use of data structures.,"{'use': ['use'], 'data structur': ['data structures']}"
214,Great course.,{'cours': ['course']}
215,"The course is really way to easy. It could be done all in one day, definitely not worth 80$. ","{'cours': ['course'], 'way': ['way']}"
216,"Challenging and fun. So glad I took this course. Made some cool changes for the extension, but I'll keep working on it just for fun!","{'fun': ['fun'], 'cours': ['course'], 'chang': ['changes'], 'extens': ['extension']}"
217,good course on Graph ,"{'cours': ['course'], 'graph': ['Graph']}"
218,Course was well paced. Assignments were relevant. Only shortcoming I believe was that the last two weeks of the course did not require any submission of a coding assignment. Only required a quiz. I feel that the course would benefit from a requirement to submit some code each week.,"{'cours': ['Course', 'course'], 'assign': ['Assignments', 'assignment'], 'shortcom': ['shortcoming'], 'week': ['weeks', 'week'], 'submiss': ['submission'], 'quiz': ['quiz'], 'requir': ['requirement'], 'code': ['code']}"
219,This was a very useful course which covered the main fundamental aspects of graphs in Java. The assignments were very interesting and challenging as well. The lecture videos provided all the information in a very detailed manner. There was nothing more I could ask for. Overall it was a great experience!!,"{'cours': ['course'], 'aspect': ['aspects'], 'graph': ['graphs'], 'java': ['Java'], 'assign': ['assignments'], 'lectur video': ['lecture videos'], 'inform': ['information'], 'manner': ['manner'], 'experi': ['experience']}"
220,"As 2 previous courses of this specialization - the authors did a great job! I really enjoy it and learn a lot of things. The workload is perfect not too much, so you can get things done on time, but still pretty informative and intense. The way the material is presented is beyond all expectations. I really recommend this specialization to anybody looking for a good course of algorithms in Java. ","{'cours': ['courses', 'course'], 'special': ['specialization'], 'author': ['authors'], 'job': ['job'], 'lot': ['lot'], 'thing': ['things'], 'workload': ['workload'], 'time': ['time'], 'way': ['way'], 'materi': ['material'], 'expect': ['expectations'], 'anybodi': ['anybody'], 'algorithm': ['algorithms'], 'java': ['Java']}"
221,Really coool,{}
222,"Interesting things about graph algos, but I think the content should be more challengingEspecially the last two weeks, a quick quizz and a free assignment the automatically give full grade whatever the content","{'thing': ['things'], 'graph algo': ['graph algos'], 'content': ['content'], 'week': ['weeks'], 'quizz': ['quizz'], 'assign': ['assignment'], 'grade': ['grade']}"
223,Thank you. Very interesting course.,{'cours': ['course']}
224,interesting project.,{'project': ['project']}
225,"Good course to build confidence in building a class from scratch. But, I expected more from this course. A few lectures could have been devoted to popular design patterns used in Graph problems maybe.One more assignment to actually make the students work on heuristics for solving NP-Hard problems would have been helpful.","{'cours': ['course'], 'confid': ['confidence'], 'class': ['class'], 'scratch': ['scratch'], 'design pattern': ['design patterns'], 'graph problem': ['Graph problems'], 'assign': ['assignment'], 'student': ['students'], 'heurist': ['heuristics'], 'problem': ['problems']}"
226,"Wonderful course, I will never forget the Santa example used to describe the Traveling Sales Man problem. Absolutely love all the instructors.","{'cours': ['course'], 'santa exampl': ['Santa example'], 'sale man problem': ['Sales Man problem'], 'instructor': ['instructors']}"
227,"A few more graph algorithms and their implementations, if added to the course, would be nice.","{'graph algorithm': ['graph algorithms'], 'implement': ['implementations'], 'cours': ['course']}"
228,"This course was very well put together. The videos were clear and well organized. They typically contained a powerpoint presentation and little box with the presenter's head. The assignments built off of each other by reusing code from previous weeks. The test cases for the grader weren't very complete. If I have any recommendations for the organizers it would be to tighten up their grading process. For one assignment, I completely forgot to write one function and there was no test coverage for it! I ended up writing it the next week. Still the codebase that they have provided for the class is large so I don't fault them for bugs. I think it will probably improve over time as more people take the course. Overall, they did a great job!","{'cours': ['course'], 'video': ['videos'], 'powerpoint present': ['powerpoint presentation'], 'box': ['box'], 'present': ['presenter'], 'head': ['head'], 'assign': ['assignments', 'assignment'], 'code': ['code'], 'week': ['weeks', 'week'], 'test case': ['test cases'], 'recommend': ['recommendations'], 'organ': ['organizers'], 'function': ['function'], 'test coverag': ['test coverage'], 'codebas': ['codebase'], 'class': ['class'], 'bug': ['bugs'], 'time': ['time'], 'peopl': ['people'], 'job': ['job']}"
229,Good,{}
230,Splendidly covers path finding basics. Enjoyed the course.It would be great to go into advanced algorithms useful for programming challenges like SPOJ with the same instructors.,"{'path find basic': ['path finding basics'], 'course.it': ['course.It'], 'algorithm': ['algorithms'], 'challeng': ['challenges'], 'spoj': ['SPOJ'], 'instructor': ['instructors']}"
231,Amazing!,{}
232,"Excellent course, if a little short. the instructors did a really good job of explaining the concepts.","{'cours': ['course'], 'instructor': ['instructors'], 'job': ['job'], 'concept': ['concepts']}"
233,Felt like it was a bit rushed and some of these concepts like Dijkstra definitely deserve a lot more attention.,"{'bit': ['bit'], 'concept': ['concepts'], 'dijkstra': ['Dijkstra'], 'lot': ['lot'], 'attent': ['attention']}"
234,"Very interesting programming assignment for the BFS, Dijkstra and A methods. Great job with that.The coverage of the TSP was weak -- room for improvement there. Perhaps include a programming assignment.Overall, the course was a worthwhile investment of time.","{'program assign': ['programming assignment'], 'dijkstra': ['Dijkstra'], 'bfs method': ['BFS methods'], 'job': ['job'], 'that.th coverag': ['that.The coverage'], 'room': ['room'], 'improv': ['improvement'], 'cours': ['course'], 'invest': ['investment'], 'time': ['time']}"
