,comment,target
56,Very poor explanation and very complicated topics.,"{'explan': ['explanation'], 'topic': ['topics']}"
57,Lower quality when compared to the previous courses in this specialization. Neo4j is very interesting but it is poorly explained. ,"{'qualiti': ['quality'], 'cours': ['courses'], 'special': ['specialization'], 'neo4j': ['Neo4j']}"
58,Greate Course,{'great cours': ['Greate Course']}
59,Displaying handson queries graphically would make it more appealing as it was in Neo4j,"{'handson queri': ['handson queries'], 'neo4j': ['Neo4j']}"
60,Good approach for introducing to graph analytics,"{'approach': ['approach'], 'graph analyt': ['graph analytics']}"
61,All the complexity of the course is concentrated to the last week.,"{'complex': ['complexity'], 'cours': ['course'], 'week': ['week']}"
62,"I would have liked to put 5 stars. This topic is so important and relevant to big data. After week 4 hands on part, it became obvious we will not see how to implement or interpret the more abstract graph concepts presented in week 3. That was very disappointing. Moreover, the structure of the course is not as good as the other module. I don't understand the lack of balance between theory and hands on Not enough hands on to reflect the theory part.On a constructive note, I would replace some of the theoretical concepts of week 3 with additional information on how to link a graph database to machine learning OR I would add more hands on exercise to help using those more complex concepts and learn how to interpret them. ","{'star': ['stars'], 'topic': ['topic'], 'data': ['data'], 'week': ['week'], 'hand': ['hands'], 'part': ['part'], 'graph concept': ['graph concepts'], 'structur': ['structure'], 'cours': ['course'], 'modul': ['module'], 'lack': ['lack'], 'balanc': ['balance'], 'theori': ['theory'], 'theori part.on': ['theory part.On'], 'note': ['note'], 'concept': ['concepts'], 'inform': ['information'], 'graph databas': ['graph database'], 'machin learn or': ['machine learning OR'], 'exercis': ['exercise']}"
63,"I like the content at a high level, and I have a better appreciation for the value of graph analytics. That being said, I struggled with the GraphX hands on exersizes, where many of the Scala commands simply hung.","{'content': ['content'], 'level': ['level'], 'appreci': ['appreciation'], 'valu': ['value'], 'graph analyt': ['graph analytics'], 'graphx hand': ['GraphX hands'], 'exers': ['exersizes'], 'scala': ['Scala']}"
64,"Very interesting class, large applications possibilities, unfortunately the hands on machine wont work properly ","{'class': ['class'], 'applic possibl': ['applications possibilities'], 'hand': ['hands'], 'machin wont work': ['machine wont work']}"
65,The concepts are brilliantly taught but the technical part that was programming was rushed through and not explained step by step. This is probably out of scope for this course but would have been good to get a little more technical training,"{'concept': ['concepts'], 'part': ['part'], 'program': ['programming'], 'step': ['step'], 'cours': ['course'], 'train': ['training']}"
66,Thanks so much you are great people,"{'thank': ['Thanks'], 'peopl': ['people']}"
67,"The neo4j parts were good, and nice introduction to graph terminology and concepts. would like to see detailed hands-on for wk 5 like wk 4 had w neo4j, which was very well done like the tools survey and concepts. would like to see recommendations for other course s , not necessarily in this series or by UC SanDiego, about where to go for deeper math.","{'neo4j part': ['neo4j parts'], 'introduct': ['introduction'], 'graph terminolog': ['graph terminology'], 'concept': ['concepts'], 'wk': ['wk'], 'w neo4j': ['w neo4j'], 'tool survey': ['tools survey'], 'recommend': ['recommendations'], 'cours s': ['course s'], 'seri': ['series'], 'uc sandiego': ['UC SanDiego'], 'math': ['math']}"
68,"Really Thank you for all the big data course, just a little about the 5th course, Graph analytic, I think can must go to the deeper insight with more explanation, some of the modules was really vague!Thank you","{'data cours': ['data course'], 'cours': ['course'], 'graph': ['Graph'], 'insight': ['insight'], 'explan': ['explanation'], 'modul': ['modules']}"
69,"Not so easy, but well worth it!",{}
