,comment,target
277,"I like this course a lot because it solidified my understanding of regression. I have often read about regression when reading scientific articles however, i never took the time to really investigate the mechanics on how it is done. Thanks to this course i can now appreciate better the journals that i read. Furthermore, the course project for this course was quite interesting, not too hard, and was bit challenging. There was plenty of time to finish the project and some extra time to make it even better than a simple submission that meets the basic requirements of the course. Thanks to the my classmates and the nice people in Coursera and R, i had a great time learning during this course. ","{'cours': ['course'], 'lot': ['lot'], 'understand': ['understanding'], 'regress': ['regression'], 'articl': ['articles'], 'time': ['time'], 'thank': ['Thanks'], 'journal': ['journals'], 'cours project': ['course project'], 'plenti': ['plenty'], 'project': ['project'], 'submiss': ['submission'], 'requir': ['requirements'], 'classmat': ['classmates'], 'peopl': ['people'], 'coursera': ['Coursera'], 'r': ['R']}"
278,"Videos were very difficult to follow along with. Overall, I learned a good amount though.","{'video': ['Videos'], 'amount': ['amount']}"
279,Very little depth. I don't recommend this if you don't already have background in statistics or R. I really didn't learn anything. I mostly just gamed the quizzes and projects.,"{'depth': ['depth'], 'background': ['background'], 'statist': ['statistics'], 'quizz': ['quizzes'], 'project': ['projects']}"
280,"I found the videos tough to watch. I was hoping for something that would be more practical for non-statisticians, but the lectures mainly devolved into mathematical proofs. That said, I did learn some from this class. Just not as much as I'd hoped.","{'video': ['videos'], 'someth': ['something'], 'non-statistician': ['non-statisticians'], 'proof': ['proofs'], 'class': ['class']}"
281,"This is a decent class, covering linear regression and a few of its variants in good detail. It's a challenging subject, but presented acceptably here.","{'class': ['class'], 'regress': ['regression'], 'variant': ['variants'], 'detail': ['detail'], 'subject': ['subject']}"
282,"The material presented was of course useful, but I never really felt like I understood how it all tied together, or what the big picture was. I think that some case studies that show how all of the concepts relate to one another, or how they are used in the bigger picture would be helpful. Also, as a suggestion, I feel that if something is important enough to be included in the quiz, it merits more than the briefest of mentions in the lecture.","{'materi': ['material'], 'cours': ['course'], 'pictur': ['picture'], 'case studi': ['case studies'], 'concept': ['concepts'], 'someth': ['something'], 'quiz': ['quiz'], 'merit': ['merits'], 'lectur': ['lecture']}"
283,Nice.,{}
284,I loved studying Regression Models taught by Prof. Brian Caffo. I think these are very important techniques that I will be able to use for my research and analysis.I found the teaching to be very in depth in explaining various aspects of regression model development.,"{'regress model': ['Regression Models'], 'prof. brian caffo': ['Prof. Brian Caffo'], 'techniqu': ['techniques'], 'research': ['research'], 'analysis.i': ['analysis.I'], 'teach': ['teaching'], 'depth': ['depth'], 'aspect': ['aspects'], 'regress model develop': ['regression model development']}"
285,"Not the easiest course, but very rewarding if you hang in there. The material is very well explained with ample examples.","{'cours': ['course'], 'materi': ['material'], 'exampl': ['examples']}"
286,I think this course needs more emphasis on practical applications and less mathematical background.,"{'cours': ['course'], 'emphasi': ['emphasis'], 'applic': ['applications'], 'background': ['background']}"
287,"This class, along with Statistical Inference and Machine Language , are the meat and potato's for data science. I had taken most, if not all of these classes as an undergrad many years ago The tools for stats have changed significantly and these classes being taught with the open source R language, really put you at the forefront of this new field. ","{'class': ['class', 'classes'], 'infer': ['Inference'], 'machin languag': ['Machine Language'], 'data scienc': ['data science'], 'undergrad': ['undergrad'], 'year': ['years'], 'tool': ['tools'], 'stat': ['stats'], 'sourc r languag': ['source R language'], 'field': ['field']}"
288,Great introduction and plenty of resources for more in depth study. ,"{'introduct': ['introduction'], 'plenti': ['plenty'], 'resourc': ['resources'], 'depth studi': ['depth study']}"
289,"Poorly designed, executed and instructed. Too much is left off the materials. ",{'materi': ['materials']}
290,"First 3 weeks give very reasonable overview of the subject - topics of linear polynomial multivariate regression are covered quite well. Week 4 is a bit sloppy and ad-hoc, comparing to first 3 weeks - GLMs are given poorly.","{'week': ['weeks', 'Week'], 'overview': ['overview'], 'subject': ['subject'], 'topic': ['topics'], 'regress': ['regression'], 'bit': ['bit']}"
291,I expected more in Binomial Regression and Poisson regression,"{'binomi regress': ['Binomial Regression'], 'poisson regress': ['Poisson regression']}"
292,Great Course,{'great cours': ['Great Course']}
293,There's just something about the course content that is difficult to attain. It's presented at way too high of a level without enough tangible examples of getting down into the weeds of how to actually perform and interpret the models and functions.,"{'someth': ['something'], 'cours content': ['course content'], 'way': ['way'], 'level': ['level'], 'exampl': ['examples'], 'weed': ['weeds'], 'model': ['models'], 'function': ['functions']}"
