,comment,target
157,This course is good and simple with explanation and i prefer anyone to take it because it is useful,"{'cours': ['course'], 'explan': ['explanation'], 'anyon': ['anyone']}"
158,I was a really good course. However some of the assignment tasks could have been a bit more complex For example week 4 ,"{'cours': ['course'], 'assign task': ['assignment tasks'], 'bit': ['bit'], 'exampl': ['example'], 'week': ['week']}"
159,Excellent course with good challenging assignments. It improves our understanding in designing complex webpages in a smooth and easier way. Recommended for everyone who are wishing to grow as a web developer.,"{'cours': ['course'], 'assign': ['assignments'], 'understand': ['understanding'], 'webpag': ['webpages'], 'way': ['way'], 'everyon': ['everyone'], 'web develop': ['web developer']}"
160,In this course we can learn about the fundamentals of front-end web development and some useful tools. ,"{'cours': ['course'], 'fundament': ['fundamentals'], 'web develop': ['web development'], 'tool': ['tools']}"
161,This course is a must for students professional who are passionate about Web development. Provides a good understanding of skills that are required for one to succeed. ,"{'cours': ['course'], 'student': ['students'], 'web develop': ['Web development'], 'understand': ['understanding'], 'skill': ['skills']}"
162,awesome course with very good practice but explanation need to be more enthusiastic,"{'cours': ['course'], 'practic': ['practice'], 'explan': ['explanation']}"
163,Simply awesome I really like the teacher. ,{'teacher': ['teacher']}
164,"Great course on bootstrap, after it you will have no problem creating a beautiful static webpage","{'cours': ['course'], 'bootstrap': ['bootstrap'], 'problem': ['problem'], 'webpag': ['webpage']}"
165,"Pretty decent breakdown of Bootstrap, but execution can be poor with the assignments. For example, one of the end-chapter assignments is missing complete instructions, and enough digging in the forums refers to, a screenshot of the complete instructions. Rather unacceptable for a peer-reviewed course, okay for a free, self-auditing run.","{'pretti breakdown': ['Pretty breakdown'], 'bootstrap': ['Bootstrap'], 'execut': ['execution'], 'assign': ['assignments'], 'exampl': ['example'], 'instruct': ['instructions'], 'dig': ['digging'], 'forum': ['forums'], 'screenshot': ['screenshot'], 'cours': ['course'], 'run': ['run']}"
166,Great course..,{'cours': ['course']}
167,"Great course! For a beginner, it integrates basic concepts and wonderful practices, so that I got the knowledge and practical skills to build a beautiful and attractive web-pages. Also, it provides a broaden view of the techs in the web-development area. Thank you all the staff!","{'cours': ['course'], 'beginn': ['beginner'], 'concept': ['concepts'], 'practic': ['practices'], 'knowledg': ['knowledge'], 'skill': ['skills'], 'web-pag': ['web-pages'], 'view': ['view'], 'web-develop area': ['web-development area'], 'staff': ['staff']}"
168,it is super ,{}
169,Good,{}
170,very good,{}
171,All around great platform to learn on,{'platform': ['platform']}
172,"very powerful, covered a lot of topics and explain it very well, i gained a lot of experience from it and i recommend it to any junior in web development track.","{'lot': ['lot'], 'topic': ['topics'], 'experi': ['experience'], 'junior': ['junior']}"
173,Wonderful!,{}
174,Nice Explanation.... ,{'explan': ['Explanation']}
175,"In the end of this course, I acquired strong basic knowledge for continue using bootstrap UI FW in real tasks. Explanation of lessons was informative, easy for understanding, and sufficiently deeply.","{'end': ['end'], 'cours': ['course'], 'knowledg': ['knowledge'], 'bootstrap ui fw': ['bootstrap UI FW'], 'task': ['tasks'], 'explan': ['Explanation'], 'lesson': ['lessons'], 'understand': ['understanding']}"
176,Professionally handled course that is easy to understand and teaches you a lot!,"{'cours': ['course'], 'lot': ['lot']}"
177,Good ,{}
178,Great flow and spirits. I appreciate your crack at jokes keep up the great work prof!,"{'flow': ['flow'], 'spirit': ['spirits'], 'crack': ['crack'], 'joke': ['jokes'], 'work prof': ['work prof']}"
179,Awesome course !!A must for those interested in easy UI development of website using bootstrap.,{'cours': ['course']}
180,Excellent course! It was a very good experience. In recommend everyone this course in order to improve your skills.,"{'cours': ['course'], 'experi': ['experience'], 'everyon': ['everyone'], 'order': ['order'], 'skill': ['skills']}"
181,Very good introduction for bootstrap,"{'introduct': ['introduction'], 'bootstrap': ['bootstrap']}"
182,"I think this course was way too ambitious. It's neat to imagine learning all of this stuff in four weeks, but one should be realistic. Sure, we had lectures explaining things, but in the end we mostly had to copy-and-paste code and confirm that it worked. There should have been many, many more quizzes and short coding exercises to assess our understanding.Perhaps billing this with more content hours would be appropriate. To really understand and absorb this stuff, I'll need to spend a lot of time with the additional resources. The lectures and scaffolded exercises certainly exposed us to a lot, but it would be hard to say I really learned very much.","{'cours': ['course'], 'stuff': ['stuff'], 'week': ['weeks'], 'thing': ['things'], 'end': ['end'], 'code': ['code'], 'quizz': ['quizzes'], 'exercis': ['exercises'], 'content hour': ['content hours'], 'lot': ['lot'], 'time': ['time'], 'resourc': ['resources']}"
183,Very basic course. It's not worth it 70$,{'cours': ['course']}
184,Great course!,{'cours': ['course']}
185,I can't stress enough how much my view towards front end development changed after taking this course. And have never stopped using the tools that I learnt here.,"{'view': ['view'], 'front end develop': ['front end development'], 'cours': ['course'], 'tool': ['tools']}"
186,I reminds me what I did to my previous company. It is like a brush up and the instructor is good in delivering the content.,"{'compani': ['company'], 'instructor': ['instructor'], 'content': ['content']}"
187,Excellent course.,{'cours': ['course']}
188,"I learn so much, thank you very much.",{}
189,Very good info about using Bootstrap! ,"{'info': ['info'], 'bootstrap': ['Bootstrap']}"
190,Great way to get the basic knowledge about main tools,"{'way': ['way'], 'knowledg': ['knowledge'], 'tool': ['tools']}"
191,I found excellent with Practical examples and assimilation As gradual Learning ,"{'practic exampl': ['Practical examples'], 'assimil': ['assimilation'], 'learn': ['Learning']}"
192,good,{}
193,good,{}
194,Great course,{'cours': ['course']}
