,comment,target
10,"As an English speaking student, I felt this course was easy to follow and translated a complex subject into a step by step process of interpreting data. I like the hands-on development of a research question and learning the SAS and PYTHON Data Analytic software coding to extrapolate information from data sets. I didn't like the fact that it was difficult to get an instructor to respond in the forums and very difficult figuring out how to contact Coursera with any problems. ","{'student': ['student'], 'cours': ['course'], 'complex subject': ['complex subject'], 'step': ['step'], 'data': ['data'], 'develop': ['development'], 'research question': ['research question'], 'sas': ['SAS'], 'data analyt softwar': ['Data Analytic software'], 'inform': ['information'], 'data set': ['data sets'], 'fact': ['fact'], 'instructor': ['instructor'], 'coursera': ['Coursera'], 'problem': ['problems']}"
11,Great course! Thanks!,"{'cours': ['course'], 'thank': ['Thanks']}"
12,Perfect for beginners,"{'perfect': ['Perfect'], 'beginn': ['beginners']}"
13,"Being the first ever course I took seriously with, it was fun and a new experience. Liked it. The way of teaching, the unique grading technique used by coursera, the tutors were perfect and to sum it up it was much more than I expected.","{'cours': ['course'], 'fun': ['fun'], 'experi': ['experience'], 'way': ['way'], 'grade techniqu': ['grading technique'], 'coursera': ['coursera'], 'tutor': ['tutors']}"
14,got to grips with SAS,{'sas': ['SAS']}
15,Very helpful videos and clear explanations. Easy to follow up.,"{'video': ['videos'], 'explan': ['explanations']}"
16,"The course is great otherwise, however the certificate of this course just completed 'Data Management and Visualization' with no mention about the skills learnt or the grade attained. Primary reason I enrolled to the course was to list 'SAS' basic as a skill in my resume, however the certificate does not mention anything about SAS. If at least the certificate said completed 'Data Management and Visualization with SAS', it would be a good value for money. I strongly recommend Coursera should look into this. Thanks!","{'cours': ['course'], 'certif': ['certificate'], 'data manag': ['Data Management'], 'visual': ['Visualization'], 'mention': ['mention'], 'skill': ['skill', 'skills'], 'reason': ['reason'], 'anyth': ['anything'], 'sas': ['SAS'], 'valu': ['value'], 'money': ['money'], 'coursera': ['Coursera'], 'thank': ['Thanks']}"
17,Excellent...,{}
18,This is a good course. I have done stats in the past so i was using this as a refresher but also to advance my python skills a bit more. I think you should take an introduction course to python first. you will get more out of the coding examples. I suggest the Intro to Python by the University of Toronto at Coursera. I found that to be an excellent course.I find that in these lectures they do a great job in explaining the stats theory. They do not dwell to much into the science behind it but more the applicability. This is all good. You can simply do a little additional research and get the pure science behind of it all,"{'cours': ['course'], 'stat': ['stats'], 'past': ['past'], 'refresh': ['refresher'], 'python skill': ['python skills'], 'bit': ['bit'], 'introduct cours': ['introduction course'], 'python': ['python', 'Python'], 'exampl': ['examples'], 'univers': ['University'], 'coursera': ['Coursera'], 'course.i': ['course.I'], 'job': ['job'], 'stat theori': ['stats theory'], 'scienc': ['science'], 'applic': ['applicability'], 'research': ['research']}"
19,perfect first touch with data management,"{'touch': ['touch'], 'data manag': ['data management']}"
20,Very good summarization and introduction of data analysis process,"{'summar': ['summarization'], 'introduct': ['introduction']}"
21,Course content good but a little too basic in my eyes. I think the addition of more functions in SAS Python would be useful. Having to do peer reviews is also not ideal.,"{'eye': ['eyes'], 'addit': ['addition'], 'function': ['functions'], 'sas python': ['SAS Python'], 'review': ['reviews']}"
22,"A decent start for anyone interested in learning the basics. However, please make sure you add extra efforts from your end in understanding stats concepts if you are totally new to the subject as well as browsing things related to usage of SAS or python. The course touches only the basics so it is up the learner to explore and learn more about interested statistical tool.","{'start': ['start'], 'anyon': ['anyone'], 'basic': ['basics'], 'effort': ['efforts'], 'end': ['end'], 'stat concept': ['stats concepts'], 'subject': ['subject'], 'thing': ['things'], 'usag': ['usage'], 'sas': ['SAS'], 'python': ['python'], 'cours': ['course'], 'touch': ['touches'], 'learner': ['learner'], 'tool': ['tool']}"
23,Totally just marketing materials! Don't waste your time with this school at all! You cannot learn a program in a couple of minutes! ,"{'materi': ['materials'], 'time': ['time'], 'school': ['school'], 'program': ['program'], 'coupl': ['couple']}"
24,"A very beginner level course aimed at starters who dont have much experience with Data. Emphasis was on teaching Data Management with area of our interest. In Order to support this, assignments didnt had clear objective. I would have learnt a lot more through a course had they been more defined assignments.Not a course if you are looking to be ready for data related interviews. However, this course will be okay if you are working on some other field and want data management as an extra skillset.","{'level cours': ['level course'], 'experi': ['experience'], 'data': ['Data'], 'emphasi': ['Emphasis'], 'teach data manag': ['teaching Data Management'], 'area': ['area'], 'interest': ['interest'], 'order': ['Order'], 'assign': ['assignments'], 'object': ['objective'], 'lot': ['lot'], 'cours': ['course'], 'data interview': ['data interviews'], 'field': ['field'], 'data manag': ['data management'], 'skillset': ['skillset']}"
25,My name is Jose Antonio from Brazil. I am looking for a new Data Scientist career https www.linkedin.com in joseantonio11 I did this course to get new knowledge about Data Science and better understand the technology and your practical applications. The course was excellent and the classes well taught by teachers.Congratulations to Coursera team and Instructors.,"{'data scientist career': ['Data Scientist career'], 'cours': ['course'], 'knowledg': ['knowledge'], 'data scienc': ['Data Science'], 'technolog': ['technology'], 'applic': ['applications'], 'class': ['classes'], 'teachers.congratul': ['teachers.Congratulations'], 'coursera team': ['Coursera team'], 'instructor': ['Instructors']}"
26,"Great course, clear introduction to concepts and code","{'cours': ['course'], 'introduct': ['introduction'], 'concept': ['concepts'], 'code': ['code']}"
27,Good classes for learning SAS,"{'class': ['classes'], 'sas': ['SAS']}"
28,"It is a good beginners course but I think there are better lessons in SAS and Python if learning these is your goal, and the content in data cleaning and visual analysis is very basic. ","{'beginn cours': ['beginners course'], 'lesson': ['lessons'], 'sas': ['SAS'], 'python': ['Python'], 'goal': ['goal'], 'content': ['content'], 'data clean': ['data cleaning'], 'analysi': ['analysis']}"
29,Very nice course! Good starting point of learning SAS!,"{'cours': ['course'], 'point': ['point'], 'sas': ['SAS']}"
30,Very easy and very helpful course,{'cours': ['course']}
31,Good Course simplistic way in explaining core concepts,"{'cours way': ['Course way'], 'core concept': ['core concepts']}"
32,Excellent introduction to SAS no matter what your field of research. Videos are clear and easy to follow. Looking forward to doing the next course.,"{'introduct': ['introduction'], 'sas': ['SAS'], 'field': ['field'], 'research': ['research'], 'video': ['Videos'], 'cours': ['course']}"
33,"The professor and instructors don't understand how to properly write SAS programs and ignored constructive feedback. It's very sad to see students follow suit by producing hard to read codes, ignoring programming conventions. As an analytic leader in healthcare industry I am supervising some of my junior level team members to get some basic training , I want to say something to the students graduated from this course if you program the same way as being taught, you will lose a competitive advantage during job interview.","{'professor': ['professor'], 'instructor': ['instructors'], 'sas program': ['SAS programs'], 'feedback': ['feedback'], 'student': ['students'], 'suit': ['suit'], 'code': ['codes'], 'program convent': ['programming conventions'], 'leader': ['leader'], 'healthcar industri': ['healthcare industry'], 'train': ['training'], 'someth': ['something'], 'cours': ['course'], 'way': ['way'], 'advantag': ['advantage'], 'job interview': ['job interview']}"
34,"This course didn't talk too much about data management and visualization, which made me feel quite disappointed. And you couldn't feel you could practiced what you learned in the course in the assignment. Most part of the assignment just focused on making some comments. ","{'cours': ['course'], 'data manag': ['data management'], 'visual': ['visualization'], 'assign': ['assignment'], 'part': ['part']}"
35,"I'd pick 3.7 or so, really. The applied nature of the course is nice if you have a project in mind and to see the programming you learn in action. Without it, it might not be worth it because you could learn a lot of the SAS programming for free from SAS itself using their beginning programming coursework offered online in fact potential students may consider taking the SAS programming essentials course before taking this because you learn a lot about the SAS coding framework that comes in handy for this class ","{'natur': ['nature'], 'cours': ['course'], 'project': ['project'], 'mind': ['mind'], 'program': ['programming'], 'lot': ['lot'], 'sas program': ['SAS programming'], 'sas': ['SAS'], 'program coursework': ['programming coursework'], 'onlin': ['online'], 'fact': ['fact'], 'student': ['students'], 'program essenti cours': ['programming essentials course'], 'class': ['class']}"
36,wonderful study experience???,{'studi experi': ['study experience']}
37,Really smooth conduct of people in videos and excellent way of explaining things. Very excited to keep going to see what this specialization has to offer further. Thank you.,"{'conduct': ['conduct'], 'peopl': ['people'], 'video': ['videos'], 'way': ['way'], 'thing': ['things'], 'special': ['specialization']}"
38,Very Knowledgeable and interesting course.,{'cours': ['course']}
39,"A fantastic course for beginners, and an extremely useful tool to learn! Recommended for anyone who wants to get started coding or increase their work skills","{'cours': ['course'], 'beginn': ['beginners'], 'tool': ['tool'], 'anyon': ['anyone'], 'work skill': ['work skills']}"
40,This course is very good especially for beginners getting started with SAS or python for data analytics. The lessons are very clear and easy to understand. Learnt a lot of valuable information and also enjoyed it. ,"{'cours': ['course'], 'beginn': ['beginners'], 'sas': ['SAS'], 'python': ['python'], 'data analyt': ['data analytics'], 'lesson': ['lessons'], 'lot': ['lot'], 'inform': ['information']}"
41,"It is a very nice course, although I was expecting something a little deeper denser on both statistics and SAS programming. It is getting better on Module 2! ","{'cours': ['course'], 'someth': ['something'], 'statist': ['statistics'], 'sas program': ['SAS programming'], 'modul': ['Module']}"
42,It's very clear and innovative!,{}
43, Excellent course easy to understand and very practice evaluation ,"{'cours': ['course'], 'practic': ['practice'], 'evalu': ['evaluation']}"
44,Nice introductory course to learning both SAS and Python in data analysis! I look forward to taking the next course!,"{'cours': ['course'], 'sas': ['SAS'], 'python': ['Python'], 'data analysi': ['data analysis']}"
45, It was really good. ,{}
