,comment,target
90,I really liked this. Learnt a lot in java. Would have been a 5 start had it included some more optional assignments that appear in competitive programming contests like ACM-ICPC.,"{'lot': ['lot'], 'java': ['java'], 'start': ['start'], 'assign': ['assignments'], 'program contest': ['programming contests'], 'acm-icpc': ['ACM-ICPC']}"
91,The most awesome course I have ever joined.,{'cours': ['course']}
92,Really interesting projects,{'project': ['projects']}
93,This is a great course.,{'cours': ['course']}
94,Projects are a lot of fun to do! I strongly recommend this course to anyone who wants to learn about algoritms and data structures.,"{'project': ['Projects'], 'lot': ['lot'], 'fun': ['fun'], 'cours': ['course'], 'anyon': ['anyone'], 'algoritm': ['algoritms'], 'data structur': ['data structures']}"
95,Good course about algorithms.,"{'cours': ['course'], 'algorithm': ['algorithms']}"
96,"not bad,but too simple for me",{}
97,Very good course containing interesting and fun projects! Professors' explanations make the topics easy to understand.,"{'cours': ['course'], 'fun': ['fun'], 'project': ['projects'], 'professor': ['Professors'], 'explan': ['explanations'], 'topic': ['topics']}"
98,Just....Awesome ,{}
99,It's great that this specialization now get autoGrading for projects. It could be better if the Content Quiz is more challenging.,"{'special': ['specialization'], 'project': ['projects'], 'content quiz': ['Content Quiz']}"
100,Excellent course... This course really a great pleasure to watch and do work.,"{'cours': ['course'], 'pleasur': ['pleasure']}"
101,This Awesome I can learn for free!,{}
102,Very perfect course.,{'cours': ['course']}
103,very good lecture format ,{'lectur format': ['lecture format']}
104,The overall course is good. But might touch too little on Big O? Not sure. But still good course!,"{'cours': ['course'], 'o': ['O']}"
105,This specialization is really efficient. I passed first course. And I'm now on a way to complete this second course and go forward.,"{'special': ['specialization'], 'cours': ['course'], 'way': ['way']}"
106,Very good series for learning Java and OO Principles. The big application approach is very interesting as we can see the whole picture even when we know little yet. The interviews with software engineers are very enlightening.,"{'seri': ['series'], 'oo': ['OO'], 'java principl': ['Java Principles'], 'applic approach': ['application approach'], 'pictur': ['picture'], 'interview': ['interviews'], 'softwar engin': ['software engineers']}"
107, Great ,{}
108,Great course! Big thanks!!!!!,"{'cours': ['course'], 'thank': ['thanks']}"
109,Amazing course with amazing teachers Worth every penny ,"{'cours': ['course'], 'teacher': ['teachers'], 'penni': ['penny']}"
110,The course is extremely good. It would be still better if there is inclusion of basics to create a UI.,"{'cours': ['course'], 'inclus': ['inclusion'], 'basic': ['basics']}"
111,Great course! I learned a lot in very little time.,"{'cours': ['course'], 'lot': ['lot'], 'time': ['time']}"
