,comment,target
194,"Some of the interesting topics discussed in this course could be treated substantially more extensive and detailed in order to get a better grip and understanding on them e.g. Gibbs sampling After this course, it is a bit dazzling how much different algorithms and methods are available for clustering and retrieval tasks and this course easily could have been subdivided into two or three separate courses on the same topic with a more detailed treatment. Still, about many interesting subjects a tip of the iceberg has been brought to you . it tastes so good that you would like to have much more!","{'topic': ['topics', 'topic'], 'cours': ['course', 'courses'], 'grip': ['grip'], 'understand': ['understanding'], 'gibb sampl': ['Gibbs sampling'], 'bit': ['bit'], 'algorithm': ['algorithms'], 'method': ['methods'], 'retriev': ['retrieval'], 'cluster task': ['clustering tasks'], 'treatment': ['treatment'], 'subject': ['subjects']}"
195,"Amazing course, really helpful, as a ML researcher you need this kind of foundation","{'cours': ['course'], 'ml research': ['ML researcher'], 'kind': ['kind'], 'foundat': ['foundation']}"
196,"The best course in the specialization thus far. Very rich and wide ranging, perfect for the motivated part-time learner who wants to be challenged and have ample reason to revisit the material. I only wish this course had been longer, perhaps shortening the classification course to make room.","{'cours': ['course'], 'special': ['specialization'], 'learner': ['learner'], 'reason': ['reason'], 'materi': ['material'], 'classif cours': ['classification course']}"
197,a practical and interesting course about clustering and retrival,"{'cours': ['course'], 'cluster': ['clustering'], 'retriv': ['retrival']}"
198,"As someone very keen on math, more math background as optimal video would be more helpful. ","{'someon': ['someone'], 'math': ['math'], 'math background': ['math background'], 'video': ['video']}"
199,Good course!,{'cours': ['course']}
200,Great! thanks,{'thank': ['thanks']}
201,Best Course.,{'cours': ['Course']}
202,Excellent course,{'cours': ['course']}
203,Very good course!,{'cours': ['course']}
204,"Overall a good and useful course, however A They could do a much better job regarding LDA, standard Gibbs sampling, and Bayesian model and inference. Many slides on these 3 topics only contained some text and the instructor tried to verbally visualize the related important concepts. Hence not a good use of a video session. B Week 1 and the 1st half of Week 6 were redundant.C It would be much better to have a 7-week course with more topics and may be with some optional videos on Bayesian model, HMM.","{'cours': ['course'], 'job': ['job'], 'lda': ['LDA'], 'gibb sampl': ['Gibbs sampling'], 'model': ['model'], 'infer': ['inference'], 'slide': ['slides'], 'topic': ['topics'], 'text': ['text'], 'instructor': ['instructor'], 'concept': ['concepts'], 'use': ['use'], 'video session': ['video session'], 'b week': ['B Week'], 'half': ['half'], 'week': ['Week'], 'video': ['videos']}"
205,"Good survey of the material, but assignments are superficial and don't test thorough understanding.","{'survey': ['survey'], 'materi': ['material'], 'assign': ['assignments'], 'understand': ['understanding']}"
206,Worth the wait. COOL learning,"{'worth': ['Worth'], 'wait': ['wait'], 'learn': ['learning']}"
207,Best course I've taken!! ,{'cours': ['course']}
208,Simply Amazing!,{}
209,"Following the overall quality of this Specialization, this course was excellent. From the content, to the assesments, material and teachers. This course is a really good starting point to become an expert in Machine Learning techniques.","{'qualiti': ['quality'], 'special': ['Specialization'], 'cours': ['course'], 'content': ['content'], 'asses': ['assesments'], 'materi': ['material'], 'teacher': ['teachers'], 'point': ['point'], 'expert': ['expert'], 'machin learn techniqu': ['Machine Learning techniques']}"
210,Awesome course! The session on EM algorithm is revealing!,"{'cours': ['course'], 'session': ['session'], 'em algorithm': ['EM algorithm']}"
211,A little too superficial and hand waving.,{}
212,"The last weeks, we went through the material a little bit too fast.","{'week': ['weeks'], 'materi': ['material'], 'bit': ['bit']}"
213,the homework is getting easy,{'homework': ['homework']}
