,comment,ratio
3188,This course is very benefial for student. ,0.75
3189,"The content presented in this course is really complete and well presented. It is definitively worth taking. Unfortunately, there were a few organization errors like missing video and quizzes errors. On a side note, it's great to be able to learn from Hinton since he has created many of the techniques presented in the course. ",0.587301587302
3190,"Most remarkable course. Well put together and organized. Learned a great deal, the class has also stimulated my curiosity for delving deeper into the field of deep learning.",0.71875
3191,"Wonderful course, its not easy, for sure, but what else could you expect from Geoff Hinton :)",0.7
3192,Teaching and lectures are complicated. would be better if more simple language and examples were used,0.764705882353
3193,Solid,1.0
3194,"Very well done course! Absolutely brilliant lectures. Quizzes sometimes have questions that would be difficult/impossible to answer without additional resources, but on the whole, this is a course that I would certainly take again.",0.682926829268
3195,"While I learned quite a bit from the course, I found the course to be far more difficult and frustrating than it really needed to be. Mentors were unhelpful and generally unresponsive during the course, course content was broken and/or missing, and the level of background in both calculus/probability needed to truly understand the material in this course was not obvious at all from the beginning. In general, the holistic experience of this course was disappointing and frankly, I would not recommended it unless you have a strong enough math background or are a glutton for punishment.",0.559633027523
3196,"A hard course, but very useful. It helped me a lot",0.692307692308
3197,Prof Hinton is the champion on NN. Glad to spend my time on this course.,0.705882352941
3198,"Great course! Amazing opportunity to be taught by G. Hinton, probably the world leading academic in this area. ",0.772727272727
3199,"Excellent lectures; Hinton conveys depth and theoretical clarity along with practical, down to earth advice on how to get useful things done without wasting time. Unfortunately the staff did a rather spotty job of updatating and maintaining the problem sets and I had to repeatedly find corrections from other students on the forums since apparently no one was fixing the problem sets in response to the forum discussions. Shameful since they are taking our money; it would only take someone a couple of hours to fix it up. ",0.627659574468
3200,Thanks every one,1.0
3201,"Overall, a good and challenging course that covered a range of material from perceptrons to feed forward nets and Deep Belief Networks. However, I felt that some of the material is a little dated - convolutional neural networks did not get the coverage warranted by their recent successes. Some of the quiz items were off-syllabus too, although this encouraged further reading. I enjoyed the programming exercises, particularly on Restricted Boltzmann Machines, and would have liked more of them. For beginners I would recommend they take Andrew Ng's course first.",0.533980582524
3202,Thank you for the great foundation course. It would be great if the course introduces more up-to-date methods/results in NN.,0.571428571429
3203,"very useful course, but i have understood about 80%)))",0.727272727273
3204,A very good introductory course in neural networks. Hats-off to Professor Hinton!,0.625
3205,Very helpful for understanding neural network.,0.857142857143
3206,"The course looks like a part of something more detailed, complicated and wide. The most interesting part is dedicated to last algorithmic solutions for Restricted Boltzmann Machine and their connections to net. ",0.657142857143
3207,"Good for understanding the various types of neural networks, but I had hoped to spend more time learning methods for optimizing model fitment.",0.72
3208,"The breadth of the content was good, but the depth, particularly with the recurrent networks from later weeks, was a bit lacking. There were a few quiz problems I spent a while on, only to check the discussion section and realize that the information/image provided was inaccurate. The coding assignments could be slightly more frequent. Overall, this was a good course. It seems like it would be difficult to give a thorough treatment of this topic by simply watching these lectures and taking the quizzes/programming assignments. I think this course is best used for introductions to various topics/authors, which can then be used as a stepping stone for more intricate, individual study on those topics.",0.537313432836
3209,"Great course! The course provides intensive but very well-organized contents, I have learnt a lot from it. There is no time-wasting explanation in the lectures. $49 is the most worth amount of money I had spent in recent years. Wish coursera provide more high quality courses like this. ",0.64406779661
3210,MATERIALS NOT WELL PREPARED,0.75
3211,"Difficult, awesome, brilliant and life changing course- will leave you thinking for the rest of your career. It took me two tries to even begin to grasp some of the concepts. Once you get on the track, be prepared to be amazed. It changed the way I look at a problem and changed my career goal as well. I would like see more courses from G. Hinton. You are rightfully called the Godfather of Deep Learning. Wish you all the best.",0.602150537634
3212,"very good course, it gives us the information of the state of the art of deep learning until 2012, also how were neural networks built to being the most important tecnology nowadays.some material and assignements new to be updated, but anyway the experience was awsome, nevertheless to feel good with this course also is needed machine learning pre-concepts, and some calculus, be able to adapt to diferente terminology of kind of topics, becuase the content is very long, but fancy",0.510869565217
3213,"Excellent course to learn both fundamentals and state of the art techniques in NN. Ant it's taught by Hinton, who is one of the fathers of NN/Deep Learning !",0.6
3214,good overview but not up to date and some errors in quizes,0.833333333333
3215,I liked the content of this course and for the most part I thought it was pretty decent. I just felt that the lectures needed a bit more structure since there didn't seem to be a very good transition between topics. The some of the quiz questions in this course were broken since they were missing details that we crucial to answering the questions (missing weights or having wrong answers since the posted values didn't align with the answer).,0.540229885057
3216,excellent,1.0
3217,It has a few missing conditions in some of quizs. So it spend more time to solve it. But it's still a good course to learn the basic of deep learning.,0.638888888889
3218,"Very good course for someone who wants to feel of neural net, deep belief net and RBM. Geoffrey is awesome. You will be able learn and understand neural net intuitively. ",0.676470588235
3219,The course material was useful however greatly disappointed with the organisation. Many quizzes had in-complete questions (no figures) and there was no corrections made. I had to resort to checking through forums for the correct questions. ,0.53488372093
3220,"Very good and interesting introduction to neural networks. I particularly appreciated the history behind the different types of neural networks so that one understands where the basic ideas come from. I was however a bit disappointed in terms of mathematics, the course could have used a bit more mathematical formalism and some more hands on exercises. Still, I warmly recommend this course!",0.602941176471
3221,I learned a lot about deep learning. However the quiz contains several mistakes and I wasted many hours. I also thought explanation is unnecessarily hard to understand.,0.733333333333
3222,"This is a great mathematical course to understand what's going on, but the assignments and quizzes are just repetitive and basically run these commands. Professor Hinton definitely knows his stuff, and just sitting through his lectures was worth the time. That being said, Week 13 is busted as of 2017-1-22, Question 6 and 7 use variables values that are never mentioned. The only way I passed it was to google an old version of the course in Chinese that had a line saying please use these other variables",0.524752475248
3223,"Good balance of theory, practice, historical background and humor. I finally learned how to do back-propagation on paper :)",0.791666666667
3224,"You can get many knowledge from this course, but you have to be prepared. Actually learning course gives me no pleasure. It is not complete, you have to guess many things and find additional materials somewhere else to pass all course quizzes and assignments. BTW some quizzes are invalid. I think there was some issues while migrating to updated coursera version, that is why some course materials lost.",0.552631578947
3225,Very good content!,0.75
3226,"The course is very interesting and detailed but maybe too technical in some parts.Also, some (not too sporadic) errors and missing pieces of information in the questions made quizzes even harder to pass. The discussions on the forum were of great help in this sense, though.",0.592592592593
3227,Very interesting course. It gives you a quite deep understanding of Neural Networks and Deep Learning. An excellent starting point to start mastering these technique. ,0.75
3228,Very informative program and sets the beginning on neural network. I would like to see more practical examples on the application of these algorithm,0.8
3229,Prof Hinton shares all his knowledge in designing an award-winning neural network. This is less a hands-on course but is more a very profound teaching of deep learning theory. If you can understand everything that is taught in this course then you will be the next genius that comes up with the next bleeding edge neural nets. That's not for me though as I struggled from week to week till the end but I learned a lot. Many thanks to Prof Hinton for generously sharing his knowledge and insights in this topic. ,0.611650485437
3230,"Overall I really loved this course, and taking it from such an important name in the field was cool. There were a number of technical glitches on the quizzes, unfortunately, and often the wording on quizzes was unnecessarily confusing (but still manageable) so I dock it a single star. Also the visual organization of the lecture slides is a little shoddy compared to many other versions of nearly identical slides from Hinton's courses found online elsewhere. On the mobile app, many of the quiz questions were impossible to complete because graphics could not load. Not sure if it's a problem with the course materials or with the app or with my device, so that has not affected my rating. For anyone considering this course, be advised that ability in calculus and statistics are required for mastery of this material.",0.515923566879
3231,"A good course that covers everything there is about Neural Networks - from history to the very latest topics in this domain. Not to mention that the instructor - Prof. Hinton, is a pioneer and leading researcher in this field. People may find Prof. Hinton's teaching style a little different/difficult to follow initially, but please do stick with him and it gets better. And the supplementary reading material contains some of the best research papers on the topics and is a must read for everyone taking this course. Overall a very good course to take if one is interested in ML and NNs.",0.551724137931
3232,"Good course, but is not so well interpreted. In some cases, I really donot understand what does the lecturer talks about.",0.68
3233,loved the course. learnt a lot about neural networks,0.7
3234,"Great course, highly informative. The generative models parts is especially interesting. ",0.642857142857
3235,"Great material, it is amazing that lectures by one of the most influential people in the neural network for machine learning community are freely available for everyone. The course could benefit from additional topics that appeared over the last 1-2 years (GANs for instance). There was a number of problems with quizes like missing parts of question descriptions, missing images or broken links.",0.605633802817
3236,"The course gives I think a good overview over the concepts of neural networks and the teaching material is good. However generally the course is more advanced than I suspected, so it took me much more time then what is given for the lectures / quizzes to complete it. If you are not already familiar with the concepts and/or have a strong mathematical background it can be sometimes frustrating :-) One thing that definitively needs improvement is that 2 times the questions of the quizzes were corrupted (parts were missing). Not sure if this was due to the material itself or a bug in the Cousera platform. So look in the discussion forum if you find something strange in the quizzes.",0.546153846154
3237,"Brilliant course! I have reviewed this course many times, learning more each time, and I cannot thank Professor Hinton and Coursera enough for making this course available. This course was first offered 4 years ago, but the material (as of 2017) is still quite fresh and relevant, and I would say 'required' for anyone who wants to gain a solid understanding in Neural Networks, learning directly from one of the pioneers of Deep Learning. ",0.546511627907
3238,Some mistakes in the materials and quizes make this course stronger that the others .,0.533333333333
3239,Excellent content and overview of the field. Appreciated the links to journal papers as extensions to the lecture notes. Course is let down somewhat by lecture notes that skim the surface too much to really be useful and outright errors in quizzes and assignments that will hinder completion unless you read through every forum post to find the missing information. (Quiz 13 was the worst offender).,0.633802816901
3240,This is an excellent course. Hats off to Prof Hinton. I had a great time learning new things. Thank you!,0.708333333333
3241,Excellent course. Thanks to Prof Geoffrey Hinton for such a detailed course covering so many topics in this key field.,0.727272727273
3242,"Great course, great teacher and great balance between theory and practise. Videos really need to understand the most difficult concepts",0.636363636364
3243,"A great course to learn.Some quiz are broken, check forums often for that.",0.764705882353
3244,"Hinton is the reason we use neural nets today. He's advanced the theory and continues to explore new approaches. This is eye opening. He motivates the theory behind each approach he advances very well. Unfortunately, the practical side of the pedagogy of this course is not as strong. It is understandable to not turn this into a programming class. However, there is too much of a gap between even a clear explanation of theory and actual practice. This could be remedied with more hands on exercises (not necessarily coding, though coding is a fine way to test understanding.).",0.535714285714
3245,Awesome course. Wish there were more programming assignments.,0.6
3246,"Sometimes it felt too fast paced, still I enjoyed it.",0.666666666667
3247,Difficult but interesting course.,0.8
3248,I like this course because it not only explains the theory of neural computing but demonstrates neural networks ML with a lot of practical examples as well. It enlightened me in the applications of Machine Learning technologies. ,0.615384615385
3249,It's one of the most well structured and prepared Coursera courses I've ever attended. The instructor Professor Hinton is also one of the most famous Deep Neural Network scholars nowadays. ,0.583333333333
3250,Simply: illuminating.,0.5
3251,interesting history of neural networks and excellent coverage of all main architectures.couple of problems during the quizzes. An update is needed!,0.6
3252,"Course content:The material is very cool, a lot of topics are covered. As for me, sometimes it was hard to understand the material because there weren't enough visualization and animation. Would be good to visualize/animate content more, like in Andrew's Ng ML course (less text, more visualization).Organization:Some links were broken, some quizzes/assignments were without files/pictures, so it is bad.",0.552941176471
3253,Really great and interesting course.,0.833333333333
3254,"It is complete and interesting overview of state of neural network today. I really enjoyed lectures and quizes. Unfortunately, there are a couple bugs in coursera quizzes that confused me. Yet, forum discussions helped pass the course.",0.627906976744
3255,"Great course for learning Neural Networks. I learnt from the best, the God-Father of Neural Networks. Who you learn from is just as important as what you learn.",0.617647058824
3256,Excellent course but need do a some research outside of the course to understand it,0.933333333333
3257,Great material,1.0
3258,A perfect introduction into the topic,1.0
3259,"good , theoretical,but no new neural network technology . but ,if you understand the theoretical content , you will have one steady base to understand other new technology.",0.625
3260,"Programming exercises could be made more clear. Also, prior to each lecture, it would be useful to mention what specific papers or back ground material should be read to follow the lectures easily.",0.675675675676
3261,"Definitely not an introductory course to machine learning, but even if you know nothing about the matter (like me) and have a fairly good understanding of mathematics, or are willing to use your spare time to catch up with linear algebra and calculus topics (again, like myself), you can still enjoy this course very much.",0.761904761905
3262,"This was a superb course. I completely enjoyed it. There were a few technical issues with the assignments. But other than that, it was a top notch course.",0.606060606061
3263,Prof. Hinton has an interesting viewpoint on machine learning models other than neural networks. Watch videos in the later weeks.,0.608695652174
3264,"In general, this course goes through some basic aspects of neural networks, which is suited for beginners. However, some parts of the course are not clearly explained, e.g. the sigmoid belief net, and there's some problems with the quizes.",0.529411764706
3265,Great course for an introduction to neural networks.,0.777777777778
3266,Very interesting material covered and in-depth views. Unfortunately a few technical issues in quizzes.,0.611111111111
3267,Very good course,1.0
3268,"The course was ported to the new Coursera platform in a amateurish way without any testing. Learners have been complaining on the forums for months about bugs and missing information in the assessments, and they are still not fixed. The content is generally interesting, but not presented in a cohesive way. Many concepts are juggled with without giving clear, mathematical definitions.",0.558823529412
3269,"Really great course. A couple of issues with missing lectures and problems with quizzes, but the quality and death of the content more than makes up for it. Fascinating and inspiring.",0.6
3270,"Very inteligent course and quizesHowever, there are a few bugs in the grading system, check the relevant forums if your answers are wrongly indicated as mistakes",0.607142857143
3271,"Informative. I spent way more time on the programming assignments than the posted estimate. There was an error in the text for Programming Assignment 4 that was really frustrating; but luckily, someone had found the correct way to do it and had posted it on the forum. The intuition explanations during the lectures were great. All-around great course.",0.582089552239
3272,"It is easy to brute force answers, which means, that those, who know it don't consider its certificate seriously and this reduces the importance of the certificate",0.6875
3273,"extremely well done ! highly recommend it ! The professor, the method and the content are incredibly good.",0.7
3274,Help me a lot in understanding some difficult concepts.,0.8
3275,"It is a great privilege to learn neural networks by Prof. Hinton, a giant in the field of neural networks, and I am grateful for that. This course is excellent as a broad introduction to neural networks. Prof. Hinton conveys a lot of intuition and technical details, and for people like me, who has no experience in neural networks sometimes it is difficult to see the forest for the trees. ",0.506329113924
3276,"This course is good, unique and relevant for machine learning today. Some things can be improved though. Starting around weeks 11-12 the lectures become a bit vague, and I had quite some difficulty understanding them. It seemed to me that these lectures were hastily created (even though I can only imagine how much work creating this course must have been). Furthermore, the lab sessions are rather easy and the provided code is annoying to work with systematically since they output results as printed text instead of something re-usable. This makes experimentation (like grid searches) a bit tedious. Besides these minor things, the course is quite good.Note that deep learning topics are only briefly touched, but you won't obtain the skills for training and designing them yourself without further exploration of the topics.Finally, many thanks to the teachers!",0.552147239264
3277,Great course with awesome theory. The quizzes are great and help to re-inforce the conceptsImprovement area is availabililty of exercises in R &amp; Python and more programming assignments. Only 2 programming assignments are a shame,0.512195121951
3278,"Really liked the course. The concepts were explained thoroughly, and I think I can apply some of the things I learned directly. Only downside was, that it is using Octave .",0.6
3279,"Thank you for the great course. Going in, I thought all NNs were feed-forward so this really expanded my view and understanding. Minor issues with test mechanics but those were a small distraction.",0.794871794872
3280,"Should have a bigger practical component. Also, there are a lot of technical problems with the course.",0.75
3281,"Great, moderately advanced material, that will boost your knowledge on neural nets.",0.733333333333
3282,"There are few typos and missing videos in the archive, but overall this is a top level quality course. It's not an easy one, can be a good follow-up course after professor Andrew Ng's machine learning course.",0.68085106383
3283,"Quizzes were buggy, but the lectures were good",0.555555555556
3284,"This course provides a great foundation to build upon, but it is not very engaging. The instructor is simply reading off the screen and it looks like all the lectures were recorded over one day. He struggles to read the material towards the end of the course, while often mispronouncing the words and neglecting the concept of punctuation. I would recommend reading the reference book used in this course, Cybersecurity and Cyberwar: What Everyone Needs to Know, because listening to the lectures is painful!",0.548387096774
3285,"It's a great course, I've learned a lot. ",0.571428571429
3286,This course is informative and deals with the subject on a basic level so that we can use these lessons to understand and study further.,0.846153846154
3287,"Hello, I found difficult to understand the speakers and it was too massive.",0.8
3288,"A very interesting and comprehensive basic course on cyber warfare and cyber conflict and how they are will impact our lives in the future. The course provides a good view of cyber threats related to the political, economic, diplomatic realms of nowadays international relations.",0.604166666667
3289,"Much of the literature was unavailable which I think is a downside. Also, while interesting, the topics were covered only superficially and I felt that that questions during the videos and at the end of the module were very easy and did not challenge the participant to think or research.",0.648148148148
3290,Fantastic course.,0.666666666667
3291,"good insight on fundamentals on cyber conflicts, for b",0.5
3292,nice course. however would have liked more specific examples of cyber conflicts along with how they were resolved to each country's satisfaction ( if there are any such examples to look at ). Thank you to you all for putting this course together.,0.68085106383
3293,"It's Ok, nothing much to gain iin terms of knowledge realted to cyber conflict.",0.5
3294,The course was alright,1.0
3295,"I like the comparisons between past physical wars and current cyberwar. However, the course take the long way to explain very basic elements of nations interactions and trust.",0.612903225806
3296,"The videos were not always easy to understand because of the unclear pronouncing of the key speaker. Also although most of the tests were easy to complete, the ones that you had to write the answer down instead of only choosing the correct answer, were hard since if one word you wrote was wrong you lost the question. ",0.58064516129
3297,It gives you an interesting visions about hot subjects and provides with sources to go deeper. Maybe a course to short on each topic covered.,0.666666666667
3298,"Pretty good course. While the assessments are pretty much just a repeat of the in-video questions, I feel I was still able to learn a fair amount. ",0.6875
3299,Its indeed a plus to my career growth...,0.888888888889
3300,A detailed course which will give a great insight,0.888888888889
3301,"Excellent Course, if you want to clear your aspect over International Cyber Conflicts.",0.733333333333
3302,I enjoyed the course and it ticked the boxes of my expectation.,0.692307692308
3303,A Great Course to understand the Cyber Conflicts issue. Highly recommend to individuals learning Cyber security or planning to go in that direction. Thank you to the Course Team for making the material easy to understand and interactive lessons !!,0.595238095238
3304,Excellent.,0.5
3305,solid course,1.0
3306,A political view of the Cyber Conflicts.,0.625
3307,"Nice blend of psychology, game theory, international relations and cyberwarfare, enriched with all kind of examples from the nuclear arms race.",0.64
3308,Fantastic Course enrich ,1.0
3309,Interesting,1.0
3310,Highly informative and interesting to follow even at this early stage I'l currently working at...,0.833333333333
3311,"Course material was interesting but very rudimentary, the courses biggest challenge was understanding its spoken English. I do not recommend this course.",0.72
3312,"It takes time for me, as a non English spoken, to understand some professor's accent. Overall, I learned a lot from this course. This course helped me understand what causes of cyberattack are, the wa",0.604651162791
3313,Good way to be introduced into this topic.,0.777777777778
3314,informative and simple to follow,1.0
3315,general view on the subject. some interesting ideas.,0.7
3316,GREAT,1.0
3317,Very interesting topic with high level of explanation and references to self studies.,0.785714285714
3318,"I thought SPECTACULAR HOW PROVIDING CLASSES, making THOSE WHO LIVE IN OTHER COUNTRIES, SITUATIONS AND POWER NOTE PROVIDING SUCH INFORMATION ABOUT ONE OR OTHERWISE COMMUNICATE IN OUR COMMUNITIES. ",0.741935483871
3319,Good course ... good introduction to the topic.,0.666666666667
3320,"The lectures are very well-organized. The topics are also cover in this field. However, the lectures are very dry and boring. The main professor were reading the scripts on the monitor. From my perspective, with his knowledge in this field as being described on his personal web site, he should be able to talk comfortably by looking at the topic on the slide then discuss about it in detail. I would suggest to change the environment to be at the wide open space, like coffee shop, to make this course more attractive. I'm sorry, it is not what I expected.",0.581196581197
3321,Superb course. Gave me a lot of insights.,0.7
3322,"Course in not only just about theory of cyber security .But also ,It also accommodates psychological view to cyber world . This makes it more interesting .The brief part of law related to cyber security buttress the content maturity .However, More information on privacy should be added .If done ,course is a 5 star Course .Moreover, every lecture gives information.So, efficiently crafted out of course .Overall,it's worth taking and worth time spending",0.584269662921
3323,"A little bit short, but a great introductory class. Won't go into too much detail, but will get you started on the subject.",0.724137931034
3324,"Excellent course, video lectures were very useful, psychology portion was especially interesting.",0.733333333333
3325,Professors accent very hard to understand. Week 5's lesson should be reviewed as may have no place in class ,0.772727272727
3326,"Parts are thin on detail. This is a good and broad overview but lacks in-depth information of use to cyber security specialists. Still, a good course to start with if you plan to move forward.",0.682926829268
3327,"The topic of the course is very interesting, the readings were important, but some of the reading were based on a book, that I had to purchase. Was a very useful course, but was a little bit tiring, videos with 12 minutes with too much theory but less pratical examples. But was a good experience. I would like to thanks the professors, that made this course.",0.5
3328,Good for an international perspective on Cyber Conflicts. Covers a wide range of topics,0.666666666667
3329,Wished the course was a deeper dive into this area.,0.818181818182
3330,The course content was great but delivery was a little dry. Appears that the presenters were reading from a teleprompter - sort of awkward.,0.653846153846
3331,This course was very informative and helped me understand about International Cyber Conflicts. Ahmad.,0.625
3332,The same information was covered in multiple lessons. It was a very conceptual look at cyber conflicts that you could get if you paid attention to the news over the last five years. ,0.685714285714
3333,"I'm sorry that I'm going to sound harsh, but this course is useless.It touches so many different topics without going deeply into any of them. All you get is a basic knowledge about All Things Cyber???.The recommended readings are all over the place, the video captions look like they're just a basic speech recognition and like nobody actually proof read them. They're full of errors. Lecturers say one word, captions show a completely different word. Plus, they're full of spelling errors. (Kadafi regime in Libya!? Really!?)You can get the same amount of knowledge by reading two or three Wikipedia pages. Don't waste your time on this course.",0.521739130435
3334,"Course was ok. However, some of questions were not clear based on excerpt from support video. For example, quiz #1 question 7. Course was general overview of very important subject matter of Cyber Conflicts. Looking forward to a more specific and detailed course structure. PS: A course concerning Cyberwar in Space would be quite interesting.",0.615384615385
3335,A comprehensive course with good thematic.,0.857142857143
3336,very relevant,1.0
3337,Good material. ,0.666666666667
3338,Very useful course!,0.75
3339,+ Excellent introduction and overview. Recommend!-Some of the readings were not available on the internet,0.666666666667
3340,"Having no experience in cyber security, this course is helping me understand the basics of cyber security so that I may advance in Cyber forensics. I highly recommend it.",0.625
3341,"This course is very interesting and actualized. My unique problem is about the certificate, I need information about the quantity of hours duration.",0.692307692308
3342,Great information on cyber conflicts and the psychology of cyber conflict and warfare. ,0.642857142857
3343, it was interesting to learn about the dynamics of the Internet and how it is used for villainous purposes.,0.75
3344,"Excellent instructors, very interesting subject and great learning experience. Highly recommended Course for those aiming to master this subject.",0.727272727273
3345,awesome course I learned a great ,1.0
3346,"It's a great course, I've learned a lot. ",0.571428571429
3347,This course is informative and deals with the subject on a basic level so that we can use these lessons to understand and study further.,0.846153846154
3348,"Hello, I found difficult to understand the speakers and it was too massive.",0.8
3349,"A very interesting and comprehensive basic course on cyber warfare and cyber conflict and how they are will impact our lives in the future. The course provides a good view of cyber threats related to the political, economic, diplomatic realms of nowadays international relations.",0.604166666667
3350,"Much of the literature was unavailable which I think is a downside. Also, while interesting, the topics were covered only superficially and I felt that that questions during the videos and at the end of the module were very easy and did not challenge the participant to think or research.",0.648148148148
3351,Fantastic course.,0.666666666667
3352,"good insight on fundamentals on cyber conflicts, for b",0.5
3353,nice course. however would have liked more specific examples of cyber conflicts along with how they were resolved to each country's satisfaction ( if there are any such examples to look at ). Thank you to you all for putting this course together.,0.68085106383
3354,"It's Ok, nothing much to gain iin terms of knowledge realted to cyber conflict.",0.5
3355,The course was alright,1.0
3356,"I like the comparisons between past physical wars and current cyberwar. However, the course take the long way to explain very basic elements of nations interactions and trust.",0.612903225806
3357,"The videos were not always easy to understand because of the unclear pronouncing of the key speaker. Also although most of the tests were easy to complete, the ones that you had to write the answer down instead of only choosing the correct answer, were hard since if one word you wrote was wrong you lost the question. ",0.58064516129
3358,It gives you an interesting visions about hot subjects and provides with sources to go deeper. Maybe a course to short on each topic covered.,0.666666666667
3359,"Pretty good course. While the assessments are pretty much just a repeat of the in-video questions, I feel I was still able to learn a fair amount. ",0.6875
3360,Its indeed a plus to my career growth...,0.888888888889
3361,A detailed course which will give a great insight,0.888888888889
3362,"Excellent Course, if you want to clear your aspect over International Cyber Conflicts.",0.733333333333
3363,I enjoyed the course and it ticked the boxes of my expectation.,0.692307692308
3364,A Great Course to understand the Cyber Conflicts issue. Highly recommend to individuals learning Cyber security or planning to go in that direction. Thank you to the Course Team for making the material easy to understand and interactive lessons !!,0.595238095238
3365,Excellent.,0.5
3366,solid course,1.0
3367,A political view of the Cyber Conflicts.,0.625
3368,"Nice blend of psychology, game theory, international relations and cyberwarfare, enriched with all kind of examples from the nuclear arms race.",0.64
3369,Fantastic Course enrich ,1.0
3370,Interesting,1.0
3371,"Course material was interesting but very rudimentary, the courses biggest challenge was understanding its spoken English. I do not recommend this course.",0.72
3372,"It takes time for me, as a non English spoken, to understand some professor's accent. Overall, I learned a lot from this course. This course helped me understand what causes of cyberattack are, the wa",0.604651162791
3373,Good way to be introduced into this topic.,0.777777777778
3374,informative and simple to follow,1.0
3375,general view on the subject. some interesting ideas.,0.7
3376,GREAT,1.0
3377,Very interesting topic with high level of explanation and references to self studies.,0.785714285714
3378,"I thought SPECTACULAR HOW PROVIDING CLASSES, making THOSE WHO LIVE IN OTHER COUNTRIES, SITUATIONS AND POWER NOTE PROVIDING SUCH INFORMATION ABOUT ONE OR OTHERWISE COMMUNICATE IN OUR COMMUNITIES. ",0.741935483871
3379,Good course ... good introduction to the topic.,0.666666666667
3380,"The lectures are very well-organized. The topics are also cover in this field. However, the lectures are very dry and boring. The main professor were reading the scripts on the monitor. From my perspective, with his knowledge in this field as being described on his personal web site, he should be able to talk comfortably by looking at the topic on the slide then discuss about it in detail. I would suggest to change the environment to be at the wide open space, like coffee shop, to make this course more attractive. I'm sorry, it is not what I expected.",0.581196581197
3381,Superb course. Gave me a lot of insights.,0.7
3382,"Course in not only just about theory of cyber security .But also ,It also accommodates psychological view to cyber world . This makes it more interesting .The brief part of law related to cyber security buttress the content maturity .However, More information on privacy should be added .If done ,course is a 5 star Course .Moreover, every lecture gives information.So, efficiently crafted out of course .Overall,it's worth taking and worth time spending",0.584269662921
3383,"A little bit short, but a great introductory class. Won't go into too much detail, but will get you started on the subject.",0.724137931034
3384,"Excellent course, video lectures were very useful, psychology portion was especially interesting.",0.733333333333
3385,"Parts are thin on detail. This is a good and broad overview but lacks in-depth information of use to cyber security specialists. Still, a good course to start with if you plan to move forward.",0.682926829268
3386,"The topic of the course is very interesting, the readings were important, but some of the reading were based on a book, that I had to purchase. Was a very useful course, but was a little bit tiring, videos with 12 minutes with too much theory but less pratical examples. But was a good experience. I would like to thanks the professors, that made this course.",0.5
3387,Good for an international perspective on Cyber Conflicts. Covers a wide range of topics,0.666666666667
3388,Wished the course was a deeper dive into this area.,0.818181818182
3389,The course content was great but delivery was a little dry. Appears that the presenters were reading from a teleprompter - sort of awkward.,0.653846153846
3390,This course was very informative and helped me understand about International Cyber Conflicts. Ahmad.,0.625
3391,"Course was ok. However, some of questions were not clear based on excerpt from support video. For example, quiz #1 question 7. Course was general overview of very important subject matter of Cyber Conflicts. Looking forward to a more specific and detailed course structure. PS: A course concerning Cyberwar in Space would be quite interesting.",0.615384615385
3392,A comprehensive course with good thematic.,0.857142857143
3393,Good material. ,0.666666666667
3394,Very useful course!,0.75
3395,+ Excellent introduction and overview. Recommend!-Some of the readings were not available on the internet,0.666666666667
3396,"This course is very interesting and actualized. My unique problem is about the certificate, I need information about the quantity of hours duration.",0.692307692308
3397,Great information on cyber conflicts and the psychology of cyber conflict and warfare. ,0.642857142857
3398,"Excellent instructors, very interesting subject and great learning experience. Highly recommended Course for those aiming to master this subject.",0.727272727273
3399,awesome course I learned a great ,1.0
3400,Very good,1.0
3401,Clustering demytified,0.5
3402,"Redundant, poor explanations and a complete lack of examples about the general concepts and the foundations of this discipline. The interaction between the teacher and the slides is limited to a reading exercise that does not provide any add value at all. Very dissapointed and still wondering if this course is worth my attention -and extremely limited time- or not. Plenty of room for improvement.",0.611111111111
3403,"I have sat through 4 of the lessons and I am not very impressed. I fell that the topic is very interesting, but the professor does not do a very good job explaining the algorithms. It may be because I do no have the textbook, but overall a rather poor course. There need to be a little more explanation beyond the slides.",0.588235294118
3404,good course!,0.666666666667
3405,Learnt More Here Than I Did At My College!!,0.9
3406,Very useful and well taught,1.0
3407, too theoretical without enough practical quiz and assignment ,1.0
3408,"Just read the slide., The presentations add very little since the presenter is (stumbling) over just reading the text on the slides.",0.576923076923
3409,Great course!,0.666666666667
3410,The course is very insightful and very helpful for the data mining studies at university courses.,0.705882352941
3411,I am concerned about the last assignment of this course. And I cannot get any help from here.,0.85
3412,good course!,0.666666666667
3413,Very useful and well taught,1.0
3414,Great course!,0.666666666667
3415,Great course! ,0.666666666667
3416,"Excellent course.Gives you a hands-on approach to Angular JS, with links to more resources so that you can explore further and find all information you need to build a complete project.",0.648648648649
3417,Tough but worth it,1.0
3418,There are no better ways than this! It's a great course and i would really recommend it for anyone because i gained more experience i never grasp before doing AngularJs course from another source and find the technique in this course more easier to understand too. ,0.74
3419,Tough and fast paced. It requires a lot troubleshooting. This is one of those classes where it hurts so good.,0.695652173913
3420,great class. assignment 4 is a killer. make sure you really learn things in first assignments instead of just copy and paste.,0.76
3421,very good course,1.0
3422,really great course with awesome professor,1.0
3423,Highly recommended course. Helped a lot to get deeper understanding and later translate the knowledge to knew projects. Some topics you might need to watch more than one time.,0.6875
3424,"A tough course, requires consistent hard work!!!!",0.666666666667
3425,Practical and interesting.,0.75
3426,Very general but complete guide to get started on integrating some patterns and practices to deliver responsive web apps with open source tools,0.695652173913
